X1                 X2                 X3
-0.743379061742233 0.795848393117622 -0.478007499062556
-0.722314475755773 0.815627179755613 -0.456059970007142
-0.701322503450183 0.83526692741429 -0.434202272309504
-0.680439224738637 0.854698551119008 -0.412479040913778
-0.659700447856934 0.87385348609662 -0.390934574668372
-0.63914161986155 0.892663859151698 -0.369612725601918
-0.618797738030464 0.911062658314178 -0.348556789316038
-0.598703262388183 0.92898390033438 -0.327809396768886
-0.578892029573632 0.946362795606778 -0.307412407719957
-0.559397168266177 0.963135910110262 -0.287406806102487
-0.540251016381178 0.979241323960163 -0.267832597584963
-0.521485040242045 0.994618786175714 -0.248728709577787
-0.503129755930812 1.00920986527612 -0.230132893935026
-0.485214653013832 1.02295809532884 -0.212081632594431
-0.46776812083321 1.03580911708500 -0.194610046391600
-0.450817377548239 1.04771081384921 -0.177751807276172
-0.434388402104175 1.05861344174417 -0.161539054149495
-0.418505869298402 1.06846975404443 -0.146002312534106
-0.403193088106292 1.07723511926864 -0.131170418275825
-0.388471943420902 1.08486763273496 -0.117070445469157
-0.374362841352141 1.09132822130099 -0.103727638786154
-0.360884658222122 1.09658074102623 -0.0911653503778833
-0.348054693384188 1.10059206751316 -0.0794049815062125
-0.335888625983537 1.10333217870094 -0.0684659290517986
-0.324400475767524 1.10477422990493 -0.058365537031989
-0.313602568043597 1.10489462091446 -0.0491190532498106
-0.303505502872442 1.10367305498101 -0.0407395911824028
-0.294118128573358 1.10109258954957 -0.0332380972041544
-0.285447519608062 1.09713967860614 -0.0266233232264682
-0.27749895889822 1.09180420653578 -0.0209018048225404
-0.270275924620897 1.08507951340631 -0.0160778448918315
-0.263780081514922 1.07696241161473 -0.0121535029050582
-0.258011276719910 1.06745319385452 -0.00912858975658924
-0.252967540158332 1.05655563238412 -0.00700066823711136
-0.248645089459684 1.04427696959816 -0.00576505912538276
-0.245038339414445 1.03062789992533 -0.00541485288384978
-0.242139915934188 1.01562254309784 -0.00594092692889207
-0.239940674482962 0.999278408859427 -0.0073319684325308
-0.238429722933874 0.981616353200156 -0.00957450259860708
-0.237594448793727 0.96266052622727 -0.0126529263427546
-0.237420550727688 0.942438311802517 -0.0165495472919849
-0.237892074305178 0.920980259096752 -0.0212446280064055
-0.238991451877637 0.898320006232923 -0.0267164353125409
-0.240699546488499 0.874494196208276 -0.0329412946249476
-0.242995699705615 0.84954238530595 -0.0398936491203484
-0.245857783256574 0.823506944224869 -0.0475461236163807
-0.249262254337864 0.796432952175058 -0.055869592995296
-0.253184214459615 0.768368084203101 -0.0648332550015857
-0.257597471678859 0.739362492029345 -0.0744047072315787
